App,Category,Rating,Reviews,Size_MB,Installs,Type,Price,Content_Rating,Genres,Sentiment
App_34,Entertainment,2.2,914491,29.4,"1,000+",Free,0.0,Everyone,Comics,Neutral
App_35,Shopping,3.1,600541,79.5,"10,000+",Free,0.0,Mature 17+,Photography,Positive
App_36,Productivity,3.8,759516,58.2,"500,000+",Free,0.0,Teen,Business,Negative
App_37,Health & Fitness,4.2,75488,63.8,"5,000,000+",Free,0.0,Mature 17+,Finance,Negative
App_38,Art & Design,2.8,555789,80.0,"50,000+",Free,0.0,Everyone,Food & Drink,Positive
App_39,Photography,4.4,518827,40.2,"1,000,000+",Free,0.0,Everyone,Art & Design,Positive
App_40,Photography,4.1,727291,91.6,"50,000+",Free,0.0,Teen,Productivity,Neutral
App_41,Tools,1.3,643891,53.8,"10,000,000+",Free,0.0,Everyone,Music,Neutral
App_42,Music,1.2,232701,16.6,"500,000+",Free,0.0,Everyone,Health & Fitness,Negative
App_43,Productivity,3.5,127934,69.9,"50,000+",Free,0.0,Teen,Tools,Neutral
App_44,Productivity,2.4,34184,79.5,"10,000,000+",Free,0.0,Mature 17+,Shopping,Neutral
App_45,Tools,1.8,251559,32.4,"1,000,000+",Free,0.0,Teen,Tools,Negative
App_46,Social,3.3,635029,85.9,"100,000+",Free,0.0,Mature 17+,Photography,Negative
App_47,Social,2.4,105211,90.7,"10,000+",Free,0.0,Teen,Communication,Negative
App_48,Tools,3.1,449142,28.4,"1,000,000+",Paid,3.41,Mature 17+,Social,Negative
App_49,Social,2.8,429767,98.4,"1,000+",Paid,8.98,Teen,Productivity,Positive
App_50,Comics,3.3,662687,14.9,"500,000+",Free,0.0,Mature 17+,Social,Negative
App_51,Productivity,2.6,163082,21.0,"100,000+",Free,0.0,Teen,Communication,Negative
App_52,Finance,,298285,19.2,"1,000+",Free,0.0,Mature 17+,Comics,Negative
App_53,Communication,1.7,875452,89.5,"1,000+",Free,0.0,Teen,Entertainment,Neutral
App_54,Health & Fitness,3.8,327925,65.8,"500,000+",Free,0.0,Everyone,Art & Design,Negative
App_55,Comics,2.6,234486,16.1,"100,000+",Free,0.0,Mature 17+,Entertainment,Positive
App_56,Education,4.5,343815,44.6,"5,000,000+",Free,0.0,Teen,Business,Positive
App_57,Comics,3.1,196653,61.9,"1,000+",Free,0.0,Mature 17+,Health & Fitness,Negative
App_58,Finance,4.9,461892,9.3,"1,000+",Free,0.0,Mature 17+,Business,Positive
App_59,Education,3.4,501274,88.4,"100,000+",Free,0.0,Teen,Finance,Neutral
App_60,Health & Fitness,1.9,784725,80.6,"50,000+",Free,0.0,Mature 17+,Productivity,Negative
App_61,Finance,4.3,651944,51.0,"1,000+",Free,0.0,Teen,Art & Design,Positive
App_62,Business,2.4,195346,96.7,"10,000+",Free,0.0,Everyone,Productivity,Positive
App_63,Communication,2.4,550548,42.4,"100,000+",Paid,2.23,Mature 17+,Finance,Negative
App_64,Health & Fitness,1.1,246342,98.4,"1,000+",Free,0.0,Everyone,Education,Positive
App_65,Productivity,3.2,511183,67.1,"500,000+",Free,0.0,Mature 17+,Food & Drink,Negative
App_66,Social,3.1,17733,63.8,"1,000,000+",Free,0.0,Mature 17+,Communication,Positive
App_67,Business,2.4,803546,17.4,"10,000+",Paid,4.02,Mature 17+,Tools,Neutral
App_68,Music,4.6,867064,88.3,"10,000,000+",Free,0.0,Teen,Productivity,Positive
App_69,Health & Fitness,1.5,49204,43.3,"10,000,000+",Free,0.0,Everyone,Tools,Positive
App_70,Music,2.3,959225,17.1,"1,000,000+",Free,0.0,Mature 17+,Music,Negative
App_71,Education,2.3,863763,2.2,"10,000,000+",Free,0.0,Teen,Finance,Positive
App_72,Business,1.4,68488,56.4,"1,000,000+",Free,0.0,Mature 17+,Entertainment,Negative
App_73,Communication,2.9,540402,53.2,"1,000+",Free,0.0,Teen,Education,Neutral
App_74,Productivity,3.8,92678,72.2,"10,000+",Free,0.0,Mature 17+,Communication,Negative
App_75,Tools,3.0,689215,89.1,"10,000+",Free,0.0,Everyone,Tools,Negative
App_76,Productivity,1.6,564778,8.9,"50,000+",Paid,6.27,Everyone,Finance,Positive
App_77,Finance,2.5,285955,73.4,"1,000,000+",Free,0.0,Mature 17+,Productivity,Neutral
App_78,Productivity,1.0,91758,19.6,"10,000+",Free,0.0,Teen,Education,Negative
App_79,Shopping,4.5,58093,86.0,"50,000+",Free,0.0,Mature 17+,Education,Positive
App_80,Food & Drink,1.3,205868,82.1,"100,000+",Free,0.0,Teen,Tools,Positive
App_81,Tools,3.4,158385,54.5,"50,000+",Paid,1.92,Mature 17+,Art & Design,Negative
App_82,Comics,4.9,771248,71.3,"500,000+",Free,0.0,Teen,Business,Positive
App_83,Social,3.1,451100,32.1,"5,000,000+",Free,0.0,Everyone,Education,Negative
App_84,Art & Design,4.7,793953,47.6,"1,000+",Free,0.0,Mature 17+,Shopping,Negative
App_85,Communication,1.9,742396,82.3,"100,000+",Free,0.0,Everyone,Comics,Negative
App_86,Business,4.0,542115,46.5,"5,000,000+",Free,0.0,Everyone,Social,Neutral
App_87,Food & Drink,3.1,898950,36.4,"5,000,000+",Free,0.0,Mature 17+,Shopping,Negative
App_88,Communication,3.9,528746,49.9,"100,000+",Free,0.0,Mature 17+,Business,Positive
App_89,Business,1.2,327352,83.0,"500,000+",Paid,7.56,Teen,Social,Neutral
App_90,Social,1.6,257781,34.2,"50,000+",Free,0.0,Teen,Social,Positive
App_91,Entertainment,1.5,94118,18.2,"1,000+",Free,0.0,Everyone,Communication,Neutral
App_92,Entertainment,,386701,71.5,"50,000+",Free,0.0,Teen,Communication,Neutral
App_93,Music,4.4,949721,82.8,"10,000+",Free,0.0,Teen,Communication,Neutral
App_94,Communication,4.0,294154,11.0,"50,000+",Free,0.0,Mature 17+,Communication,Neutral
App_95,Entertainment,1.1,651276,24.7,"10,000,000+",Free,0.0,Teen,Comics,Positive
App_96,Shopping,4.5,229204,15.1,"100,000+",Free,0.0,Everyone,Shopping,Negative
App_97,Tools,2.4,842286,35.4,"1,000+",Free,0.0,Teen,Productivity,Positive
App_98,Business,2.6,193610,45.6,"50,000+",Free,0.0,Everyone,Finance,Negative
App_99,Music,1.4,109947,75.1,"1,000+",Paid,4.48,Mature 17+,Health & Fitness,Positive
App_100,Productivity,3.9,946975,65.5,"1,000+",Free,0.0,Everyone,Productivity,Neutral
App_101,Business,1.7,444817,62.5,"10,000+",Free,0.0,Teen,Education,Neutral
App_102,Music,3.3,454262,35.9,"10,000+",Free,0.0,Mature 17+,Communication,Negative
App_103,Social,4.4,824999,84.3,"100,000+",Free,0.0,Teen,Photography,Negative
App_104,Communication,1.4,935229,47.7,"500,000+",Free,0.0,Mature 17+,Business,Positive
App_105,Social,3.1,296137,97.9,"10,000,000+",Free,0.0,Mature 17+,Business,Negative
App_106,Tools,1.9,76429,63.8,"5,000,000+",Free,0.0,Teen,Education,Positive
App_107,Tools,2.4,31107,13.5,"1,000+",Free,0.0,Teen,Finance,Negative
App_108,Food & Drink,2.9,694992,67.9,"500,000+",Free,0.0,Mature 17+,Music,Negative
App_109,Social,2.4,316497,33.2,"5,000,000+",Free,0.0,Mature 17+,Music,Negative
App_110,Finance,3.6,12423,68.9,"5,000,000+",Free,0.0,Teen,Health & Fitness,Neutral
App_111,Productivity,2.9,897867,7.9,"10,000,000+",Free,0.0,Everyone,Shopping,Neutral
App_112,Health & Fitness,3.3,112456,18.3,"100,000+",Free,0.0,Teen,Finance,Positive
App_113,Social,3.9,635332,85.7,"5,000,000+",Free,0.0,Mature 17+,Education,Negative
App_114,Food & Drink,3.2,204551,23.5,"10,000,000+",Free,0.0,Teen,Music,Positive
App_115,Education,3.3,931814,83.9,"5,000,000+",Free,0.0,Everyone,Music,Negative
App_116,Shopping,3.3,278700,28.6,"1,000+",Free,0.0,Teen,Music,Neutral
App_117,Business,2.5,555755,64.6,"1,000+",Free,0.0,Mature 17+,Entertainment,Neutral
App_118,Tools,2.3,54724,69.7,"1,000,000+",Free,0.0,Teen,Photography,Negative
App_119,Education,4.6,403422,51.8,"500,000+",Free,0.0,Mature 17+,Productivity,Negative
App_120,Food & Drink,3.4,234665,31.2,"50,000+",Free,0.0,Mature 17+,Comics,Neutral
App_121,Music,2.0,68108,22.1,"10,000,000+",Free,0.0,Teen,Education,Neutral
App_122,Health & Fitness,3.0,912458,4.3,"10,000+",Free,0.0,Mature 17+,Food & Drink,Positive
App_123,Productivity,2.3,377639,31.1,"10,000,000+",Free,0.0,Mature 17+,Art & Design,Neutral
App_124,Productivity,4.7,116592,65.7,"50,000+",Free,0.0,Everyone,Productivity,Negative
App_125,Productivity,1.0,72340,93.9,"500,000+",Free,0.0,Everyone,Art & Design,Positive
App_126,Shopping,1.9,326559,87.2,"10,000+",Paid,8.05,Everyone,Finance,Negative
App_127,Health & Fitness,,986853,76.8,"50,000+",Free,0.0,Everyone,Social,Positive
App_128,Shopping,3.0,726047,79.1,"1,000,000+",Free,0.0,Mature 17+,Education,Negative
App_129,Tools,4.4,273000,66.8,"10,000+",Free,0.0,Teen,Social,Neutral
App_130,Shopping,1.4,461327,26.8,"1,000+",Free,0.0,Mature 17+,Education,Negative
App_131,Art & Design,4.2,298622,90.8,"50,000+",Free,0.0,Mature 17+,Art & Design,Positive
App_132,Health & Fitness,1.2,135427,67.4,"10,000,000+",Free,0.0,Mature 17+,Health & Fitness,Negative
App_133,Finance,4.4,932088,56.5,"10,000+",Free,0.0,Teen,Art & Design,Positive
App_134,Health & Fitness,1.2,650091,12.0,"1,000,000+",Free,0.0,Everyone,Education,Negative
App_135,Food & Drink,1.1,843081,45.3,"10,000,000+",Free,0.0,Mature 17+,Music,Neutral
App_136,Art & Design,3.8,165675,46.6,"5,000,000+",Paid,5.43,Mature 17+,Health & Fitness,Neutral
App_137,Productivity,5.0,860326,86.6,"10,000+",Free,0.0,Everyone,Social,Negative
App_138,Food & Drink,4.6,499599,55.1,"10,000+",Paid,2.62,Mature 17+,Tools,Negative
App_139,Food & Drink,,494048,38.7,"1,000,000+",Free,0.0,Teen,Communication,Negative
App_140,Tools,4.7,307357,97.7,"5,000,000+",Free,0.0,Mature 17+,Shopping,Positive
App_141,Photography,1.0,598457,12.0,"50,000+",Free,0.0,Mature 17+,Food & Drink,Negative
App_142,Comics,4.9,229289,42.8,"100,000+",Free,0.0,Everyone,Entertainment,Negative
App_143,Art & Design,3.0,398565,5.2,"50,000+",Free,0.0,Mature 17+,Photography,Positive
App_144,Food & Drink,3.9,251151,74.3,"5,000,000+",Paid,7.6,Mature 17+,Tools,Neutral
App_145,Comics,4.3,936805,91.9,"500,000+",Paid,3.26,Teen,Comics,Negative
App_146,Comics,3.9,649929,28.7,"10,000,000+",Free,0.0,Everyone,Communication,Negative
App_147,Art & Design,3.1,714036,86.0,"1,000,000+",Free,0.0,Everyone,Business,Neutral
App_148,Photography,2.9,511878,29.9,"50,000+",Free,0.0,Teen,Art & Design,Neutral
App_149,Education,4.4,780741,91.2,"10,000+",Paid,5.41,Mature 17+,Shopping,Positive
App_150,Music,1.8,271930,75.6,"1,000,000+",Free,0.0,Everyone,Social,Negative
App_151,Finance,4.9,505729,80.7,"1,000+",Free,0.0,Everyone,Food & Drink,Negative
App_152,Music,3.8,315607,2.8,"5,000,000+",Free,0.0,Mature 17+,Art & Design,Positive
App_153,Health & Fitness,,359787,,"10,000,000+",Free,0.0,Mature 17+,Social,Neutral
App_154,Productivity,3.9,656121,72.9,"50,000+",Paid,1.67,Everyone,Shopping,Positive
App_155,Finance,3.1,176015,31.2,"1,000,000+",Free,0.0,Mature 17+,Photography,Neutral
App_156,Health & Fitness,3.8,620061,83.1,"10,000,000+",Free,0.0,Everyone,Art & Design,Positive
App_157,Food & Drink,4.1,454279,28.9,"50,000+",Free,0.0,Mature 17+,Communication,Neutral
App_158,Productivity,1.3,42928,87.4,"1,000,000+",Free,0.0,Mature 17+,Music,Positive
App_159,Business,3.0,835136,12.1,"10,000+",Free,0.0,Teen,Productivity,Neutral
App_160,Art & Design,4.7,272770,70.7,"1,000+",Free,0.0,Mature 17+,Music,Neutral
App_161,Finance,2.3,855442,54.5,"1,000+",Free,0.0,Teen,Tools,Neutral
App_162,Finance,3.4,25692,10.6,"500,000+",Paid,6.55,Mature 17+,Entertainment,Neutral
App_163,Social,2.5,291226,24.9,"1,000,000+",Free,0.0,Everyone,Health & Fitness,Neutral
App_164,Food & Drink,2.8,786739,2.2,"50,000+",Free,0.0,Everyone,Art & Design,Negative
App_165,Education,,232141,47.4,"1,000+",Paid,6.98,Mature 17+,Finance,Neutral
App_166,Comics,3.2,350977,30.8,"5,000,000+",Free,0.0,Mature 17+,Music,Negative
App_167,Productivity,1.8,754396,60.2,"1,000+",Free,0.0,Everyone,Photography,Neutral
App_168,Food & Drink,3.7,125082,30.4,"100,000+",Free,0.0,Mature 17+,Education,Negative
App_169,Entertainment,1.4,257011,30.7,"100,000+",Free,0.0,Teen,Productivity,Negative
App_170,Photography,1.6,68719,74.6,"1,000+",Free,0.0,Teen,Tools,Positive
App_171,Comics,1.0,684788,5.8,"1,000,000+",Paid,4.4,Teen,Food & Drink,Neutral
App_172,Art & Design,1.5,308723,90.4,"500,000+",Free,0.0,Teen,Social,Positive
App_173,Comics,2.9,501743,85.4,"1,000+",Free,0.0,Teen,Finance,Positive
App_174,Education,3.4,151275,67.1,"10,000+",Free,0.0,Mature 17+,Communication,Neutral
App_175,Tools,4.2,171063,59.7,"10,000,000+",Free,0.0,Mature 17+,Communication,Positive
App_176,Social,1.4,141926,89.3,"50,000+",Free,0.0,Teen,Entertainment,Neutral
App_177,Comics,4.4,755443,19.3,"500,000+",Free,0.0,Mature 17+,Entertainment,Positive
App_178,Art & Design,4.0,867969,8.8,"10,000+",Free,0.0,Mature 17+,Health & Fitness,Neutral
App_179,Education,2.6,98640,24.7,"500,000+",Free,0.0,Teen,Productivity,Neutral
App_180,Music,4.7,859514,79.7,"10,000+",Paid,9.58,Mature 17+,Education,Neutral
App_181,Finance,5.0,627135,4.4,"50,000+",Free,0.0,Mature 17+,Food & Drink,Negative
App_182,Tools,1.8,187094,58.7,"50,000+",Free,0.0,Mature 17+,Education,Positive
App_183,Social,2.5,310475,99.5,"100,000+",Free,0.0,Teen,Business,Negative
App_184,Finance,4.7,29401,85.7,"1,000,000+",Free,0.0,Mature 17+,Tools,Positive
App_185,Photography,3.9,222824,52.6,"10,000+",Free,0.0,Everyone,Entertainment,Positive
App_186,Health & Fitness,1.2,514103,7.3,"10,000,000+",Free,0.0,Everyone,Health & Fitness,Positive
App_187,Tools,4.1,193883,83.3,"100,000+",Free,0.0,Teen,Shopping,Negative
App_188,Tools,4.3,696783,60.3,"10,000+",Free,0.0,Everyone,Comics,Positive
App_189,Music,4.0,18852,12.4,"100,000+",Paid,8.86,Teen,Art & Design,Negative
App_190,Music,4.2,737665,10.3,"50,000+",Paid,7.36,Everyone,Art & Design,Neutral
App_191,Productivity,4.3,884984,91.1,"500,000+",Paid,7.41,Everyone,Shopping,Positive
App_192,Shopping,1.7,668855,67.3,"5,000,000+",Free,0.0,Everyone,Comics,Positive
App_193,Comics,,217129,83.1,"100,000+",Free,0.0,Teen,Music,Neutral
App_194,Tools,3.5,907769,88.0,"10,000+",Free,0.0,Teen,Education,Neutral
App_195,Finance,4.6,56373,57.6,"10,000+",Free,0.0,Mature 17+,Comics,Positive
App_196,Art & Design,2.3,258603,52.2,"5,000,000+",Free,0.0,Teen,Health & Fitness,Neutral
App_197,Communication,3.4,616266,43.6,"1,000,000+",Free,0.0,Everyone,Food & Drink,Negative
App_198,Shopping,3.7,791427,32.4,"10,000,000+",Free,0.0,Everyone,Comics,Negative
App_199,Communication,2.8,120068,44.0,"50,000+",Free,0.0,Teen,Health & Fitness,Positive
App_200,Social,3.9,377944,77.6,"10,000+",Free,0.0,Teen,Tools,Negative
App_201,Education,4.6,600947,60.6,"1,000+",Free,0.0,Teen,Shopping,Negative
App_202,Finance,3.5,10799,89.4,"500,000+",Free,0.0,Mature 17+,Entertainment,Positive
App_203,Finance,3.2,196233,44.9,"100,000+",Free,0.0,Everyone,Shopping,Neutral
App_204,Shopping,2.8,534103,61.1,"1,000,000+",Free,0.0,Mature 17+,Finance,Positive
App_205,Tools,3.3,19269,63.5,"10,000,000+",Free,0.0,Mature 17+,Communication,Negative
App_206,Photography,2.4,518752,59.6,"5,000,000+",Free,0.0,Everyone,Communication,Positive
App_207,Shopping,2.6,118513,70.6,"500,000+",Free,0.0,Everyone,Productivity,Positive
App_208,Communication,3.1,933767,24.5,"50,000+",Free,0.0,Teen,Shopping,Negative
App_209,Shopping,1.3,643652,51.7,"1,000,000+",Free,0.0,Teen,Business,Negative
App_210,Finance,1.9,268026,11.3,"10,000,000+",Free,0.0,Mature 17+,Education,Positive
App_211,Photography,3.2,743637,39.1,"100,000+",Paid,3.26,Teen,Food & Drink,Negative
App_212,Comics,2.7,523088,49.3,"100,000+",Free,0.0,Teen,Finance,Negative
App_213,Entertainment,2.3,124581,65.6,"5,000,000+",Free,0.0,Everyone,Finance,Negative
App_214,Productivity,3.9,215500,95.1,"1,000+",Free,0.0,Everyone,Entertainment,Negative
App_215,Business,3.8,559973,60.5,"5,000,000+",Paid,6.9,Teen,Comics,Negative
App_216,Music,1.7,817214,74.6,"50,000+",Free,0.0,Everyone,Education,Negative
App_217,Shopping,4.5,179036,51.1,"1,000,000+",Free,0.0,Teen,Shopping,Neutral
App_218,Social,3.0,392236,63.8,"1,000,000+",Free,0.0,Everyone,Art & Design,Positive
App_219,Health & Fitness,4.0,870948,8.0,"10,000+",Paid,2.77,Everyone,Finance,Negative
App_220,Education,3.3,448430,26.2,"1,000+",Free,0.0,Everyone,Health & Fitness,Positive
App_221,Entertainment,5.0,390054,36.8,"1,000+",Free,0.0,Everyone,Art & Design,Neutral
App_222,Productivity,4.0,38167,47.8,"1,000,000+",Free,0.0,Teen,Shopping,Negative
App_223,Productivity,3.8,698145,5.5,"1,000,000+",Free,0.0,Mature 17+,Business,Positive
App_224,Productivity,4.1,777722,14.9,"500,000+",Free,0.0,Everyone,Comics,Negative
App_225,Productivity,1.6,18173,28.4,"10,000,000+",Free,0.0,Teen,Comics,Negative
App_226,Communication,1.8,36135,97.2,"500,000+",Free,0.0,Teen,Food & Drink,Negative
App_227,Social,3.9,196149,33.8,"500,000+",Free,0.0,Everyone,Finance,Negative
App_228,Social,3.0,233882,48.7,"1,000+",Free,0.0,Mature 17+,Entertainment,Negative
App_229,Photography,4.0,614761,20.4,"10,000+",Paid,2.29,Everyone,Tools,Negative
App_230,Music,1.4,869894,61.5,"100,000+",Free,0.0,Teen,Music,Negative
App_231,Finance,3.1,614905,28.8,"500,000+",Free,0.0,Mature 17+,Music,Neutral
App_232,Productivity,2.5,589838,21.5,"10,000+",Free,0.0,Teen,Photography,Neutral
App_233,Health & Fitness,2.8,534770,52.1,"5,000,000+",Free,0.0,Everyone,Communication,Negative
App_234,Finance,3.4,922041,1.5,"50,000+",Free,0.0,Mature 17+,Health & Fitness,Negative
App_235,Social,3.0,726431,1.8,"500,000+",Free,0.0,Teen,Art & Design,Neutral
App_236,Art & Design,3.2,457928,22.7,"5,000,000+",Free,0.0,Teen,Photography,Neutral
App_237,Art & Design,2.9,745815,4.6,"100,000+",Free,0.0,Teen,Tools,Neutral
App_238,Health & Fitness,2.6,62029,11.7,"50,000+",Free,0.0,Everyone,Business,Negative
App_239,Photography,4.1,757871,34.5,"50,000+",Free,0.0,Mature 17+,Tools,Positive
App_240,Social,1.0,752978,80.5,"100,000+",Free,0.0,Everyone,Social,Positive
App_241,Health & Fitness,3.4,885396,57.6,"500,000+",Paid,9.99,Everyone,Communication,Positive
App_242,Communication,3.3,667789,51.8,"1,000+",Free,0.0,Everyone,Comics,Positive
App_243,Shopping,3.9,781065,30.1,"100,000+",Paid,6.59,Mature 17+,Art & Design,Negative
App_244,Health & Fitness,3.4,287413,93.2,"100,000+",Free,0.0,Everyone,Education,Positive
App_245,Comics,4.3,87568,40.3,"100,000+",Paid,4.87,Everyone,Finance,Neutral
App_246,Finance,4.8,34694,9.6,"50,000+",Free,0.0,Everyone,Business,Neutral
App_247,Entertainment,2.4,994561,62.1,"10,000,000+",Free,0.0,Everyone,Education,Positive
App_248,Food & Drink,1.9,191803,12.3,"10,000+",Free,0.0,Teen,Entertainment,Neutral
App_249,Photography,2.7,45133,35.2,"5,000,000+",Free,0.0,Everyone,Photography,Negative
App_250,Health & Fitness,2.2,587521,51.2,"1,000+",Free,0.0,Teen,Finance,Positive
App_251,Social,3.5,990769,87.5,"500,000+",Free,0.0,Everyone,Art & Design,Positive
App_252,Education,4.6,73961,49.9,"500,000+",Free,0.0,Mature 17+,Finance,Negative
App_253,Art & Design,1.6,707750,70.5,"5,000,000+",Free,0.0,Teen,Communication,Neutral
App_254,Comics,1.4,293994,99.3,"10,000+",Free,0.0,Teen,Food & Drink,Negative
App_255,Music,2.0,564849,14.0,"100,000+",Free,0.0,Teen,Shopping,Negative
App_256,Productivity,3.9,467116,28.2,"10,000,000+",Free,0.0,Teen,Communication,Neutral
App_257,Food & Drink,3.4,78322,40.1,"1,000+",Free,0.0,Mature 17+,Entertainment,Negative
App_258,Tools,1.4,636408,42.8,"500,000+",Free,0.0,Everyone,Health & Fitness,Neutral
App_259,Photography,4.7,810758,41.7,"5,000,000+",Free,0.0,Teen,Education,Neutral
App_260,Entertainment,4.2,793253,90.9,"1,000,000+",Free,0.0,Mature 17+,Social,Negative
App_261,Food & Drink,1.1,973758,71.7,"10,000,000+",Free,0.0,Teen,Productivity,Neutral
App_262,Health & Fitness,3.6,544997,61.2,"5,000,000+",Free,0.0,Everyone,Communication,Negative
App_263,Communication,4.1,969734,31.6,"10,000,000+",Free,0.0,Teen,Food & Drink,Neutral
App_264,Art & Design,2.5,654901,82.6,"500,000+",Free,0.0,Mature 17+,Shopping,Positive
App_265,Social,1.3,204081,95.6,"100,000+",Free,0.0,Everyone,Health & Fitness,Neutral
App_266,Art & Design,1.3,104311,82.3,"1,000,000+",Free,0.0,Mature 17+,Communication,Neutral
App_267,Music,1.4,186421,1.2,"10,000+",Free,0.0,Everyone,Comics,Negative
App_268,Communication,4.4,442211,64.0,"1,000+",Free,0.0,Everyone,Food & Drink,Neutral
App_269,Productivity,4.6,487789,6.1,"10,000+",Free,0.0,Everyone,Social,Positive
App_270,Social,1.5,923260,26.5,"10,000+",Free,0.0,Teen,Education,Positive
App_271,Finance,1.9,911397,6.9,"5,000,000+",Free,0.0,Mature 17+,Business,Neutral
App_272,Business,1.7,861052,60.8,"10,000,000+",Free,0.0,Mature 17+,Music,Neutral
App_273,Comics,1.7,457056,69.0,"1,000+",Free,0.0,Mature 17+,Health & Fitness,Positive
App_274,Art & Design,4.3,850841,12.3,"1,000+",Free,0.0,Everyone,Comics,Negative
App_275,Education,2.3,30084,39.0,"500,000+",Free,0.0,Teen,Productivity,Positive
App_276,Art & Design,2.2,643335,46.2,"500,000+",Paid,3.58,Everyone,Business,Positive
App_277,Food & Drink,1.9,729282,37.5,"1,000+",Free,0.0,Mature 17+,Art & Design,Neutral
App_278,Art & Design,3.4,6001,13.0,"1,000,000+",Paid,6.43,Teen,Social,Neutral
App_279,Photography,2.5,162724,42.5,"50,000+",Free,0.0,Teen,Food & Drink,Positive
App_280,Art & Design,4.0,222417,75.4,"500,000+",Free,0.0,Teen,Photography,Negative
App_281,Business,1.8,293299,8.0,"50,000+",Free,0.0,Mature 17+,Comics,Positive
App_282,Business,4.2,693145,8.9,"5,000,000+",Free,0.0,Teen,Finance,Positive
App_283,Productivity,3.4,991569,36.1,"1,000,000+",Free,0.0,Teen,Art & Design,Negative
App_284,Entertainment,1.5,145888,94.2,"1,000+",Free,0.0,Everyone,Art & Design,Positive
App_285,Finance,2.7,638487,67.2,"1,000,000+",Free,0.0,Everyone,Tools,Positive
App_286,Education,4.5,535526,68.2,"500,000+",Paid,1.44,Teen,Productivity,Neutral
App_287,Art & Design,4.7,690758,36.8,"10,000+",Free,0.0,Teen,Health & Fitness,Negative
App_288,Art & Design,2.9,968716,59.8,"5,000,000+",Free,0.0,Everyone,Tools,Neutral
App_289,Comics,2.9,23529,2.0,"1,000+",Free,0.0,Everyone,Productivity,Neutral
App_290,Social,4.7,574588,64.0,"100,000+",Free,0.0,Everyone,Food & Drink,Negative
App_291,Business,3.3,202480,91.4,"5,000,000+",Free,0.0,Mature 17+,Productivity,Negative
App_292,Education,1.1,441560,61.6,"10,000,000+",Free,0.0,Mature 17+,Shopping,Positive
